Point Number , Temperature ,Uncertainty
0,58.704707,0.066814892
1,58.651908,0.066754597
2,58.669508,0.066774696
3,58.651908,0.066754597
4,59.003896,0.067156563
5,58.968697,0.067116366
6,58.581511,0.066674204
7,58.915899,0.067056072
8,58.59911,0.066694302
9,58.563911,0.066654105
10,58.528713,0.066613909
11,58.546312,0.066634007
12,58.546312,0.066634007
13,58.8807,0.067015875
14,58.511113,0.06659381
15,58.863101,0.066995777
16,58.493514,0.066573712
17,58.440716,0.066513418
18,58.827902,0.06695558
19,58.792704,0.066915384
20,58.810303,0.066935482
21,58.739905,0.066855088
22,58.687107,0.066794793
23,58.757505,0.066875187
24,58.387917,0.066453122
25,58.370318,0.066433024
26,58.352719,0.066412926
27,58.352719,0.066412926
28,58.687107,0.066794793
29,58.687107,0.066794793
30,58.282321,0.066332532
31,58.29992,0.06635263
32,58.687107,0.066794793
33,58.229523,0.066272237
34,58.528713,0.066613909
35,58.229523,0.066272237
36,58.141526,0.066171746
37,58.176725,0.066211943
38,58.141526,0.066171746
39,58.423116,0.066493318
40,58.106327,0.066131549
41,58.123926,0.066151647
42,58.106327,0.066131549
43,58.106327,0.066131549
44,58.31752,0.066372729
45,58.053529,0.066071254
46,58.335119,0.066392827
47,58.387917,0.066453122
48,58.01833,0.066031057
49,58.370318,0.066433024
50,58.29992,0.06635263
51,57.947933,0.065950665
52,58.247122,0.066292335
53,58.247122,0.066292335
54,57.877535,0.065870271
55,58.264722,0.066312434
56,58.194324,0.06623204
57,57.859936,0.065850173
58,58.123926,0.066151647
59,57.789538,0.065769779
60,57.771939,0.065749681
61,57.789538,0.065769779
62,57.754339,0.065729582
63,58.071128,0.066091352
64,57.754339,0.065729582
65,57.73674,0.065709485
66,57.701541,0.065669288
67,58.071128,0.066091352
68,57.666342,0.065629091
69,57.631143,0.065588894
70,57.983131,0.06599086
71,57.648743,0.065608993
72,57.578345,0.065528599
73,57.947933,0.065950665
74,57.560746,0.065508501
75,57.877535,0.065870271
76,57.595945,0.065548698
77,57.525547,0.065468305
78,57.965532,0.065970763
79,58.01833,0.066031057
80,57.472749,0.06540801
81,57.73674,0.065709485
82,57.807137,0.065789877
83,57.367153,0.06528742
84,57.384752,0.065307518
85,57.367153,0.06528742
86,57.71914,0.065689386
87,57.683942,0.06564919
88,57.331954,0.065247224
89,57.296755,0.065207027
90,57.279156,0.065186929
91,57.261556,0.06516683
92,57.595945,0.065548698
93,57.208758,0.065106535
94,57.525547,0.065468305
95,57.507948,0.065448207
96,57.560746,0.065508501
97,57.507948,0.065448207
98,57.13836,0.065026142
99,57.525547,0.065468305
100,57.103162,0.064985946
101,57.384752,0.065307518
102,57.402351,0.065327616
103,57.067963,0.064945749
104,57.032764,0.064905552
105,57.402351,0.065327616
106,56.962366,0.064825159
107,56.979966,0.064845258
108,57.279156,0.065186929
109,56.927168,0.064784963
110,57.120761,0.065006044
111,56.891969,0.064744766
112,56.87437,0.064724668
113,57.13836,0.065026142
114,56.821571,0.064664372
115,57.120761,0.065006044
116,56.786373,0.064624177
117,57.13836,0.065026142
118,56.751174,0.06458398
119,56.751174,0.06458398
120,56.733574,0.064563881
121,56.680776,0.064503586
122,56.680776,0.064503586
123,57.067963,0.064945749
124,56.944767,0.064805061
125,57.015165,0.064885454
126,56.962366,0.064825159
127,56.592779,0.064403095
128,56.927168,0.064784963
129,56.55758,0.064362898
130,56.891969,0.064744766
131,56.451984,0.064242309
132,56.487183,0.064282505
133,56.821571,0.064664372
134,56.751174,0.06458398
135,56.416785,0.064202112
136,56.786373,0.064624177
137,56.381587,0.064161916
138,56.363987,0.064141817
139,56.346388,0.064121719
140,56.311189,0.064081522
141,56.311189,0.064081522
142,56.610379,0.064423194
143,56.57518,0.064382997
144,56.592779,0.064403095
145,56.539981,0.0643428
146,56.205593,0.063960933
147,56.504782,0.064302603
148,56.170394,0.063920736
149,56.522382,0.064322702
150,56.469584,0.064262408
151,56.099996,0.063840343
152,56.082397,0.063820245
153,56.29359,0.064061425
154,56.029599,0.06375995
155,55.9944,0.063719753
156,55.9944,0.063719753
157,56.27599,0.064041326
158,56.328788,0.06410162
159,56.240791,0.064001129
160,55.906403,0.063619262
161,56.346388,0.064121719
162,55.871204,0.063579065
163,56.187993,0.063940834
164,55.853605,0.063558967
165,56.27599,0.064041326
166,55.765608,0.063458476
167,56.135195,0.06388054
168,56.047198,0.063780048
169,56.047198,0.063780048
170,55.71281,0.063398181
171,55.69521,0.063378082
172,55.642412,0.063317788
173,55.642412,0.063317788
174,55.748009,0.063438378
175,55.624813,0.06329769
176,55.536816,0.063197199
177,55.941602,0.063659459
178,55.554415,0.063217296
179,56.011999,0.063739851
180,55.484018,0.063136904
181,55.818406,0.063518771
182,55.466418,0.063116805
183,55.448819,0.063096707
184,55.396021,0.063036413
185,55.41362,0.06305651
186,55.360822,0.062996216
187,55.69521,0.063378082
188,55.308024,0.062935921
189,55.624813,0.06329769
190,55.572015,0.063237395
191,55.237626,0.062855528
192,55.220027,0.06283543
193,55.519216,0.0631771
194,55.202427,0.062815331
195,55.554415,0.063217296
196,55.114431,0.062714841
197,55.096831,0.062694742
198,55.114431,0.062714841
199,55.378421,0.063016314
200,55.41362,0.06305651
201,55.061632,0.062654545
202,55.41362,0.06305651
203,54.991235,0.062574153
204,54.991235,0.062574153
205,54.903238,0.062473661
206,54.956036,0.062533956
207,55.290424,0.062915822
208,55.202427,0.062815331
209,55.237626,0.062855528
210,54.903238,0.062473661
211,55.114431,0.062714841
212,54.797642,0.062353072
213,55.114431,0.062714841
214,55.096831,0.062694742
215,54.709645,0.062252581
216,55.044033,0.062634447
217,55.079232,0.062674644
218,54.692045,0.062232482
219,55.026434,0.062614349
220,54.656846,0.062192285
221,54.973635,0.062554054
222,54.973635,0.062554054
223,54.586449,0.062111893
224,54.533651,0.062051598
225,54.903238,0.062473661
226,54.498452,0.062011402
227,54.480853,0.061991304
228,54.480853,0.061991304
229,54.428054,0.061931008
230,54.815241,0.06237317
231,54.410455,0.06191091
232,54.375256,0.061870714
233,54.340057,0.061830517
234,54.340057,0.061830517
235,54.639247,0.062172187
236,54.287259,0.061770222
237,54.26966,0.061750124
238,54.586449,0.062111893
239,54.498452,0.062011402
240,54.234461,0.061709928
241,54.181663,0.061649633
242,54.181663,0.061649633
243,54.164064,0.061629535
244,54.111265,0.06156924
245,54.516051,0.062031499
246,54.093666,0.061549142
247,54.058467,0.061508945
248,54.040868,0.061488847
249,54.040868,0.061488847
250,54.005669,0.061448651
251,53.98807,0.061428553
252,54.340057,0.061830517
253,54.322458,0.061810419
254,53.935272,0.061368258
255,53.935272,0.061368258
256,54.234461,0.061709928
257,54.287259,0.061770222
258,53.864874,0.061287865
259,54.128865,0.061589339
260,53.776877,0.061187374
261,53.794477,0.061207473
262,54.128865,0.061589339
263,53.882473,0.061307963
264,53.70648,0.061106981
265,54.058467,0.061508945
266,53.759278,0.061167276
267,54.058467,0.061508945
268,53.935272,0.061368258
269,53.653681,0.061046686
270,53.618483,0.06100649
271,53.935272,0.061368258
272,53.97047,0.061408454
273,53.917672,0.061348159
274,53.847275,0.061267767
275,53.512886,0.0608859
276,53.847275,0.061267767
277,53.565685,0.060946196
278,53.776877,0.061187374
279,53.460088,0.060825606
280,53.776877,0.061187374
281,53.40729,0.060765311
282,53.40729,0.060765311
283,53.354492,0.060705017
284,53.68888,0.061086883
285,53.336893,0.060684919
286,53.600883,0.060986391
287,53.301694,0.060644722
288,53.284094,0.060624623
289,53.266495,0.060604526
290,53.389691,0.060745213
291,53.213697,0.060544231
292,53.600883,0.060986391
293,53.548085,0.060926097
294,53.178498,0.060504034
295,53.143299,0.060463838
296,53.495287,0.060865802
297,53.460088,0.060825606
298,53.372091,0.060725115
299,53.477688,0.060845705
300,53.090501,0.060403543
301,53.424889,0.060785409
302,53.389691,0.060745213
303,53.372091,0.060725115
304,52.984905,0.060282954
305,52.984905,0.060282954
306,52.967305,0.060262855
307,53.284094,0.060624623
308,52.949706,0.060242758
309,53.301694,0.060644722
310,53.196097,0.060524132
311,52.914507,0.060202561
312,52.879309,0.060162365
313,52.84411,0.060122169
314,53.389691,0.060745213
315,53.143299,0.060463838
316,52.773712,0.060041775
317,53.1257,0.06044374
318,53.037703,0.060343249
319,52.756113,0.060021678
320,52.738514,0.06000158
321,53.1257,0.06044374
322,52.703315,0.059961383
323,52.720914,0.059981481
324,52.685715,0.059941284
325,52.984905,0.060282954
326,52.949706,0.060242758
327,52.632917,0.05988099
328,52.949706,0.060242758
329,52.56252,0.059800598
330,52.597718,0.059840793
331,52.56252,0.059800598
332,52.56252,0.059800598
333,52.580119,0.059820696
334,52.54492,0.059780499
335,52.84411,0.060122169
336,52.54492,0.059780499
337,52.756113,0.060021678
338,52.474523,0.059700107
339,52.808911,0.060081972
340,52.756113,0.060021678
341,52.703315,0.059961383
342,52.421725,0.059639812
343,52.421725,0.059639812
344,52.386526,0.059599616
345,52.932107,0.06022266
346,52.738514,0.06000158
347,52.368927,0.059579518
348,52.632917,0.05988099
349,52.316128,0.059519222
350,52.632917,0.05988099
351,52.650517,0.059901089
352,52.298529,0.059499125
353,52.632917,0.05988099
354,52.650517,0.059901089
355,52.26333,0.059458928
356,52.54492,0.059780499
357,52.56252,0.059800598
358,52.228131,0.059418731
359,52.56252,0.059800598
360,52.527321,0.059760401
361,52.175333,0.059358437
362,52.509722,0.059740303
363,52.175333,0.059358437
364,52.140135,0.059318241
365,52.404125,0.059619713
366,52.474523,0.059700107
367,52.456923,0.059680008
368,52.421725,0.059639812
369,52.421725,0.059639812
370,52.421725,0.059639812
371,52.069737,0.059237848
372,52.456923,0.059680008
373,52.439324,0.05965991
374,52.386526,0.059599616
375,52.052138,0.05921775
376,52.404125,0.059619713
377,52.034538,0.059197651
378,52.333728,0.059539321
379,52.016939,0.059177554
380,51.99934,0.059157456
381,51.99934,0.059157456
382,52.034538,0.059197651
383,52.140135,0.059318241
384,51.911343,0.059056965
385,51.928942,0.059077063
386,51.946541,0.05909716
387,52.210532,0.059398634
388,52.228131,0.059418731
389,51.911343,0.059056965
390,52.28093,0.059479027
391,51.876144,0.059016768
392,52.192933,0.059378536
393,51.858544,0.058996669
394,52.157734,0.059338339
395,51.840945,0.058976572
396,52.034538,0.059197651
397,51.858544,0.058996669
398,51.823346,0.058956474
399,51.840945,0.058976572
400,52.157734,0.059338339
401,51.823346,0.058956474
402,51.788147,0.058916277
403,51.805746,0.058936375
404,51.805746,0.058936375
405,52.087336,0.059257946
406,52.122535,0.059298142
407,51.788147,0.058916277
408,51.788147,0.058916277
409,52.087336,0.059257946
410,51.752948,0.058876081
411,52.087336,0.059257946
412,51.752948,0.058876081
413,52.140135,0.059318241
414,52.069737,0.059237848
415,51.735349,0.058855983
416,52.087336,0.059257946
417,51.770548,0.05889618
418,52.087336,0.059257946
419,52.104936,0.059278045
420,52.069737,0.059237848
421,51.717749,0.058835884
422,51.682551,0.058795689
423,52.069737,0.059237848
424,51.70015,0.058815786
425,52.016939,0.059177554
426,51.946541,0.05909716
427,51.946541,0.05909716
428,51.682551,0.058795689
429,51.647352,0.058755492
430,51.664951,0.05877559
431,51.647352,0.058755492
432,51.735349,0.058855983
433,51.946541,0.05909716
434,51.98174,0.059137357
435,51.647352,0.058755492
436,51.98174,0.059137357
437,52.016939,0.059177554
438,51.629753,0.058735394
439,51.964141,0.059117259
440,51.629753,0.058735394
441,51.98174,0.059137357
442,51.98174,0.059137357
443,51.629753,0.058735394
444,52.016939,0.059177554
445,51.612153,0.058715295
446,51.612153,0.058715295
447,51.647352,0.058755492
448,51.964141,0.059117259
449,51.928942,0.059077063
450,51.98174,0.059137357
451,51.946541,0.05909716
452,51.876144,0.059016768
453,51.612153,0.058715295
454,51.928942,0.059077063
455,51.612153,0.058715295
456,51.964141,0.059117259
457,51.594554,0.058695198
458,51.594554,0.058695198
459,51.911343,0.059056965
460,51.576954,0.058675099
461,51.893743,0.059036866
462,51.576954,0.058675099
463,51.576954,0.058675099
464,51.70015,0.058815786
465,51.788147,0.058916277
466,51.99934,0.059157456
467,51.594554,0.058695198
468,51.928942,0.059077063
469,51.98174,0.059137357
470,51.928942,0.059077063
471,51.594554,0.058695198
472,52.104936,0.059278045
473,51.928942,0.059077063
474,51.98174,0.059137357
475,51.612153,0.058715295
476,51.576954,0.058675099
477,51.98174,0.059137357
478,51.612153,0.058715295
479,51.946541,0.05909716
480,51.928942,0.059077063
481,51.594554,0.058695198
482,51.612153,0.058715295
483,51.98174,0.059137357
484,52.052138,0.05921775
485,51.612153,0.058715295
486,51.98174,0.059137357
487,51.629753,0.058735394
488,51.629753,0.058735394
489,51.946541,0.05909716
490,52.016939,0.059177554
491,51.682551,0.058795689
492,51.629753,0.058735394
493,52.034538,0.059197651
494,51.664951,0.05877559
495,51.664951,0.05877559
496,51.717749,0.058835884
497,51.98174,0.059137357
498,51.682551,0.058795689
499,51.682551,0.058795689
500,51.70015,0.058815786
501,51.682551,0.058795689
502,51.70015,0.058815786
503,51.99934,0.059157456
504,51.99934,0.059157456
505,51.98174,0.059137357
506,51.911343,0.059056965
507,51.70015,0.058815786
508,52.034538,0.059197651
509,51.682551,0.058795689
510,51.717749,0.058835884
511,51.717749,0.058835884
512,51.70015,0.058815786
513,52.104936,0.059278045
514,52.175333,0.059358437
515,51.735349,0.058855983
516,51.752948,0.058876081
517,51.735349,0.058855983
518,51.752948,0.058876081
519,52.122535,0.059298142
520,51.770548,0.05889618
521,52.087336,0.059257946
522,52.087336,0.059257946
523,52.175333,0.059358437
524,51.788147,0.058916277
525,52.122535,0.059298142
526,52.192933,0.059378536
527,52.157734,0.059338339
528,52.104936,0.059278045
529,51.805746,0.058936375
530,51.840945,0.058976572
531,51.840945,0.058976572
532,52.140135,0.059318241
533,51.840945,0.058976572
534,51.858544,0.058996669
535,52.157734,0.059338339
536,51.893743,0.059036866
537,51.876144,0.059016768
538,51.858544,0.058996669
539,51.99934,0.059157456
540,51.893743,0.059036866
541,52.298529,0.059499125
542,51.911343,0.059056965
543,51.928942,0.059077063
544,52.316128,0.059519222
545,51.928942,0.059077063
546,51.946541,0.05909716
547,52.298529,0.059499125
548,51.98174,0.059137357
549,52.368927,0.059579518
550,51.98174,0.059137357
551,51.99934,0.059157456
552,52.016939,0.059177554
553,52.333728,0.059539321
554,51.99934,0.059157456
555,52.034538,0.059197651
556,52.034538,0.059197651
557,52.034538,0.059197651
558,52.087336,0.059257946
559,52.492122,0.059720204
560,52.087336,0.059257946
561,52.069737,0.059237848
562,52.439324,0.05965991
563,52.527321,0.059760401
564,52.509722,0.059740303
565,52.122535,0.059298142
566,52.474523,0.059700107
567,52.157734,0.059338339
568,52.228131,0.059418731
569,52.386526,0.059599616
570,52.509722,0.059740303
571,52.456923,0.059680008
572,52.509722,0.059740303
573,52.175333,0.059358437
574,52.404125,0.059619713
575,52.228131,0.059418731
576,52.580119,0.059820696
577,52.527321,0.059760401
578,52.386526,0.059599616
579,52.474523,0.059700107
580,52.28093,0.059479027
581,52.28093,0.059479027
582,52.316128,0.059519222
583,52.685715,0.059941284
584,52.386526,0.059599616
585,52.351327,0.059559419
586,52.703315,0.059961383
587,52.738514,0.06000158
588,52.738514,0.06000158
589,52.386526,0.059599616
590,52.421725,0.059639812
591,52.791312,0.060061874
592,52.439324,0.05965991
593,52.439324,0.05965991
594,52.84411,0.060122169
595,52.456923,0.059680008
596,52.861709,0.060142267
597,52.509722,0.059740303
598,52.474523,0.059700107
599,52.527321,0.059760401
600,52.879309,0.060162365
601,52.56252,0.059800598
602,52.56252,0.059800598
603,52.738514,0.06000158
604,52.914507,0.060202561
605,52.580119,0.059820696
606,52.597718,0.059840793
607,52.615318,0.059860892
608,52.650517,0.059901089
609,52.632917,0.05988099
610,52.632917,0.05988099
611,52.967305,0.060262855
612,52.914507,0.060202561
613,52.720914,0.059981481
614,52.703315,0.059961383
615,52.738514,0.06000158
616,52.738514,0.06000158
617,52.756113,0.060021678
618,53.1257,0.06044374
619,52.773712,0.060041775
620,52.773712,0.060041775
621,52.791312,0.060061874
622,53.178498,0.060504034
623,52.82651,0.06010207
624,53.231296,0.060564329
625,53.178498,0.060504034
626,52.896908,0.060182463
627,52.861709,0.060142267
628,52.896908,0.060182463
629,53.301694,0.060644722
630,52.949706,0.060242758
631,53.336893,0.060684919
632,53.354492,0.060705017
633,52.967305,0.060262855
634,52.984905,0.060282954
635,52.984905,0.060282954
636,53.002504,0.060303052
637,53.055302,0.060363347
638,53.442489,0.060805508
639,53.055302,0.060363347
640,53.090501,0.060403543
641,53.460088,0.060825606
642,53.1257,0.06044374
643,53.143299,0.060463838
644,53.178498,0.060504034
645,53.284094,0.060624623
646,53.178498,0.060504034
647,53.68888,0.061086883
648,53.231296,0.060564329
649,53.231296,0.060564329
650,53.248896,0.060584428
651,53.671281,0.061066785
652,53.653681,0.061046686
653,53.301694,0.060644722
654,53.600883,0.060986391
655,53.68888,0.061086883
656,53.354492,0.060705017
657,53.776877,0.061187374
