Point Number , Temperature ,Uncertainty
1022,52.580119,0.059820696
1023,52.597718,0.059840793
1024,52.932107,0.06022266
1025,53.020104,0.060323151
1026,52.720914,0.059981481
1027,52.967305,0.060262855
1028,52.791312,0.060061874
1029,52.773712,0.060041775
1030,52.82651,0.06010207
1031,53.002504,0.060303052
1032,53.231296,0.060564329
1033,52.932107,0.06022266
1034,53.301694,0.060644722
1035,53.002504,0.060303052
1036,53.037703,0.060343249
1037,53.072902,0.060383446
1038,53.477688,0.060845705
1039,53.1257,0.06044374
1040,53.143299,0.060463838
1041,53.196097,0.060524132
1042,53.565685,0.060946196
1043,53.248896,0.060584428
1044,53.301694,0.060644722
1045,53.600883,0.060986391
1046,53.741678,0.061147177
1047,53.70648,0.061106981
1048,53.424889,0.060785409
1049,53.812076,0.06122757
1050,53.794477,0.061207473
1051,53.512886,0.0608859
1052,53.548085,0.060926097
1053,53.98807,0.061428553
1054,53.952871,0.061388356
1055,53.636082,0.061026588
1056,53.653681,0.061046686
1057,53.724079,0.061127079
1058,54.040868,0.061488847
1059,53.794477,0.061207473
1060,53.794477,0.061207473
1061,54.199262,0.061669731
1062,54.234461,0.061709928
1063,53.917672,0.061348159
1064,54.322458,0.061810419
1065,53.97047,0.061408454
1066,54.392856,0.061890812
1067,54.445654,0.061951107
