Point Number , Temperature ,Uncertainty,,,,,
770,55.343223,0.062976118,,,,,
771,55.360822,0.062996216,,,,,
772,55.71281,0.063398181,,,,,
773,55.765608,0.063458476,,,,,
774,55.624813,0.06329769,,,,,
775,55.360822,0.062996216,,,,,
776,55.343223,0.062976118,,,,,
777,55.765608,0.063458476,,,,,
778,55.677611,0.063357985,,,,,
779,55.660012,0.063337887,,,,,
780,55.642412,0.063317788,,,,,
781,55.325623,0.062956019,,,,,
782,55.536816,0.063197199,,,,,
783,55.308024,0.062935921,,,,,
784,55.607213,0.063277591,,,,,
785,55.660012,0.063337887,,,,,
786,55.642412,0.063317788,,,,,
787,55.308024,0.062935921,,,,,
788,55.272825,0.062895724,,,,,
789,55.660012,0.063337887,,,,,
790,55.466418,0.063116805,,,,,
791,55.624813,0.06329769,,,,,
792,55.448819,0.063096707,,,,,
793,55.554415,0.063217296,,,,,
794,55.624813,0.06329769,,,,,
795,55.624813,0.06329769,,,,,
796,55.572015,0.063237395,,,,,
797,55.536816,0.063197199,,,,,
798,55.202427,0.062815331,,,,,
799,55.220027,0.06283543,,,,,
800,55.202427,0.062815331,,,,,
801,55.184828,0.062795233,,,,,
802,55.167229,0.062775135,,,,,
803,55.202427,0.062815331,,,,,
804,55.272825,0.062895724,,,,,
805,55.184828,0.062795233,,,,,
806,55.484018,0.063136904,,,,,
807,55.501617,0.063157002,,,,,
808,55.167229,0.062775135,,,,,
809,55.167229,0.062775135,,,,,
810,55.149629,0.062755036,,,,,
811,55.114431,0.062714841,,,,,
812,55.114431,0.062714841,,,,,
813,55.41362,0.06305651,,,,,
814,55.13203,0.062734939,,,,,
815,55.501617,0.063157002,,,,,
816,55.114431,0.062714841,,,,,
817,55.096831,0.062694742,,,,,
818,55.079232,0.062674644,,,,,
819,55.079232,0.062674644,,,,,
820,55.484018,0.063136904,,,,,
821,55.079232,0.062674644,,,,,
822,55.484018,0.063136904,,,,,
823,55.061632,0.062654545,,,,,
824,55.343223,0.062976118,,,,,
825,54.973635,0.062554054,,,,,
826,55.43122,0.063076609,,,,,
827,55.044033,0.062634447,,,,,
828,54.991235,0.062574153,,,,,
829,55.343223,0.062976118,,,,,
830,55.343223,0.062976118,,,,,
831,55.272825,0.062895724,,,,,
832,55.290424,0.062915822,,,,,
833,54.973635,0.062554054,,,,,
834,54.973635,0.062554054,,,,,
835,55.237626,0.062855528,,,,,
836,55.343223,0.062976118,,,,,
837,55.308024,0.062935921,,,,,
838,55.360822,0.062996216,,,,,
839,54.920837,0.062493759,,,,,
840,55.325623,0.062956019,,,,,
841,55.325623,0.062956019,,,,,
842,54.920837,0.062493759,,,,,
843,54.868039,0.062433465,,,,,
844,55.202427,0.062815331,,,,,
845,54.885638,0.062453562,,,,,
846,55.290424,0.062915822,,,,,
847,55.237626,0.062855528,,,,,
848,55.114431,0.062714841,,,,,
849,54.868039,0.062433465,,,,,
850,54.83284,0.062393268,,,,,
851,54.815241,0.06237317,,,,,
852,55.237626,0.062855528,,,,,
853,55.167229,0.062775135,,,,,
854,55.149629,0.062755036,,,,,
855,54.780042,0.062332973,,,,,
856,55.13203,0.062734939,,,,,
857,54.780042,0.062332973,,,,,
858,55.167229,0.062775135,,,,,
859,55.184828,0.062795233,,,,,
860,55.096831,0.062694742,,,,,
861,54.762443,0.062312875,,,,,
862,54.744843,0.062292776,,,,,
863,54.709645,0.062252581,,,,,
864,54.692045,0.062232482,,,,,
865,54.727244,0.062272679,,,,,
866,54.692045,0.062232482,,,,,
867,55.026434,0.062614349,,,,,
868,54.692045,0.062232482,,,,,
869,54.692045,0.062232482,,,,,
870,54.656846,0.062192285,,,,,
871,54.674446,0.062212384,,,,,
872,54.656846,0.062192285,,,,,
873,54.639247,0.062172187,,,,,
874,54.604048,0.062131991,,,,,
875,55.026434,0.062614349,,,,,
876,54.639247,0.062172187,,,,,
877,54.621648,0.06215209,,,,,
878,54.973635,0.062554054,,,,,
879,54.586449,0.062111893,,,,,
880,54.586449,0.062111893,,,,,
881,54.56885,0.062091795,,,,,
882,54.938437,0.062513858,,,,,
883,54.516051,0.062031499,,,,,
884,54.920837,0.062493759,,,,,
885,54.83284,0.062393268,,,,,
886,54.762443,0.062312875,,,,,
887,54.885638,0.062453562,,,,,
888,54.885638,0.062453562,,,,,
889,54.516051,0.062031499,,,,,
890,54.498452,0.062011402,,,,,
891,54.762443,0.062312875,,,,,
892,54.463253,0.061971205,,,,,
893,54.480853,0.061991304,,,,,
894,54.498452,0.062011402,,,,,
895,54.463253,0.061971205,,,,,
896,54.428054,0.061931008,,,,,
897,54.797642,0.062353072,,,,,
898,54.762443,0.062312875,,,,,
899,54.392856,0.061890812,,,,,
900,54.762443,0.062312875,,,,,
901,54.744843,0.062292776,,,,,
902,54.392856,0.061890812,,,,,
903,54.392856,0.061890812,,,,,
904,54.709645,0.062252581,,,,,
905,54.357657,0.061850616,,,,,
906,54.392856,0.061890812,,,,,
907,54.375256,0.061870714,,,,,
908,54.322458,0.061810419,,,,,
909,54.322458,0.061810419,,,,,
910,54.674446,0.062212384,,,,,
911,54.692045,0.062232482,,,,,
912,54.304859,0.061790321,,,,,
913,54.621648,0.06215209,,,,,
914,54.322458,0.061810419,,,,,
915,54.26966,0.061750124,,,,,
916,54.656846,0.062192285,,,,,
917,54.304859,0.061790321,,,,,
918,54.428054,0.061931008,,,,,
919,54.604048,0.062131991,,,,,
920,54.604048,0.062131991,,,,,
921,54.252061,0.061730027,,,,,
922,54.234461,0.061709928,,,,,
923,54.252061,0.061730027,,,,,
924,54.216862,0.06168983,,,,,
925,54.216862,0.06168983,,,,,
926,54.586449,0.062111893,,,,,
927,54.55125,0.062071696,,,,,
928,54.199262,0.061669731,,,,,
929,54.199262,0.061669731,,,,,
930,54.199262,0.061669731,,,,,
931,54.533651,0.062051598,,,,,
932,54.164064,0.061629535,,,,,
933,54.533651,0.062051598,,,,,
934,54.164064,0.061629535,,,,,
935,54.164064,0.061629535,,,,,
936,54.55125,0.062071696,,,,,
937,54.146464,0.061609436,,,,,
938,54.146464,0.061609436,,,,,
939,54.146464,0.061609436,,,,,
940,54.093666,0.061549142,,,,,
941,54.322458,0.061810419,,,,,
942,54.111265,0.06156924,,,,,
943,54.26966,0.061750124,,,,,
944,54.463253,0.061971205,,,,,
945,54.093666,0.061549142,,,,,
946,54.058467,0.061508945,,,,,
947,54.445654,0.061951107,,,,,
948,54.375256,0.061870714,,,,,
949,54.093666,0.061549142,,,,,
950,54.093666,0.061549142,,,,,
951,54.058467,0.061508945,,,,,
952,54.076067,0.061529044,,,,,
953,54.357657,0.061850616,,,,,
954,54.058467,0.061508945,,,,,
955,54.340057,0.061830517,,,,,
956,54.128865,0.061589339,,,,,
957,54.340057,0.061830517,,,,,
958,54.005669,0.061448651,,,,,
959,54.498452,0.062011402,,,,,
960,54.304859,0.061790321,,,,,
961,54.322458,0.061810419,,,,,
962,54.181663,0.061649633,,,,,
963,53.97047,0.061408454,,,,,
964,54.357657,0.061850616,,,,,
965,54.26966,0.061750124,,,,,
966,53.97047,0.061408454,,,,,
967,53.98807,0.061428553,,,,,
968,54.322458,0.061810419,,,,,
969,53.97047,0.061408454,,,,,
970,53.935272,0.061368258,,,,,
971,53.935272,0.061368258,,,,,
972,54.199262,0.061669731,,,,,
973,53.917672,0.061348159,,,,,
974,53.952871,0.061388356,,,,,
975,54.234461,0.061709928,,,,,
976,53.917672,0.061348159,,,,,
977,54.304859,0.061790321,,,,,
978,54.216862,0.06168983,,,,,
979,53.882473,0.061307963,,,,,
980,53.935272,0.061368258,,,,,
981,54.216862,0.06168983,,,,,
982,53.900073,0.061328062,,,,,
983,54.199262,0.061669731,,,,,
984,54.287259,0.061770222,,,,,
985,53.882473,0.061307963,,,,,
986,53.900073,0.061328062,,,,,
987,54.234461,0.061709928,,,,,
988,53.864874,0.061287865,,,,,
989,53.864874,0.061287865,,,,,
990,53.882473,0.061307963,,,,,
991,54.252061,0.061730027,,,,,
992,54.146464,0.061609436,,,,,
993,53.794477,0.061207473,,,,,
994,53.864874,0.061287865,,,,,
995,53.847275,0.061267767,,,,,
996,53.864874,0.061287865,,,,,
997,53.847275,0.061267767,,,,,
998,54.164064,0.061629535,,,,,
999,54.199262,0.061669731,,,,,
1000,53.847275,0.061267767,,,,,
1001,53.829675,0.061247668,,,,,
1002,53.812076,0.06122757,,,,,
1003,54.128865,0.061589339,,,,,
1004,53.829675,0.061247668,,,,,
1005,53.812076,0.06122757,,,,,
1006,53.812076,0.06122757,,,,,
1007,53.812076,0.06122757,,,,,
1008,54.164064,0.061629535,,,,,
1009,53.812076,0.06122757,,,,,
1010,54.164064,0.061629535,,,,,
1011,53.952871,0.061388356,,,,,
1012,53.812076,0.06122757,,,,,
1013,53.829675,0.061247668,,,,,
1014,54.146464,0.061609436,,,,,
1015,53.829675,0.061247668,,,,,
1016,53.812076,0.06122757,,,,,
1017,53.864874,0.061287865,,,,,
1018,53.776877,0.061187374,,,,,
1019,53.812076,0.06122757,,,,,
1020,54.146464,0.061609436,,,,,
1021,53.812076,0.06122757,,,,,
1022,54.322458,0.061810419,,,,,
1023,54.164064,0.061629535,,,,,
1024,53.794477,0.061207473,,,,,
1025,53.794477,0.061207473,,,,,
1026,54.322458,0.061810419,,,,,
1027,53.776877,0.061187374,,,,,
1028,53.794477,0.061207473,,,,,
1029,54.076067,0.061529044,,,,,
1030,53.794477,0.061207473,,,,,
1031,53.794477,0.061207473,,,,,
1032,54.164064,0.061629535,,,,,
1033,53.776877,0.061187374,,,,,
1034,53.759278,0.061167276,,,,,
1035,53.794477,0.061207473,,,,,
1036,54.111265,0.06156924,,,,,
1037,53.776877,0.061187374,,,,,
1038,54.128865,0.061589339,,,,,
1039,53.776877,0.061187374,,,,,
1040,53.794477,0.061207473,,,,,
1041,53.829675,0.061247668,,,,,
1042,54.111265,0.06156924,,,,,
1043,54.111265,0.06156924,,,,,
1044,53.794477,0.061207473,,,,,
1045,53.812076,0.06122757,,,,,
1046,54.181663,0.061649633,,,,,
1047,53.812076,0.06122757,,,,,
1048,53.812076,0.06122757,,,,,
1049,53.741678,0.061147177,,,,,
1050,53.776877,0.061187374,,,,,
1051,54.128865,0.061589339,,,,,
1052,54.040868,0.061488847,,,,,
1053,53.794477,0.061207473,,,,,
1054,53.759278,0.061167276,,,,,
1055,54.128865,0.061589339,,,,,
1056,53.812076,0.06122757,,,,,
1057,53.794477,0.061207473,,,,,
1058,54.093666,0.061549142,,,,,
1059,54.111265,0.06156924,,,,,
1060,53.776877,0.061187374,,,,,
1061,54.023269,0.06146875,,,,,
1062,54.164064,0.061629535,,,,,
1063,53.812076,0.06122757,,,,,
1064,54.164064,0.061629535,,,,,
1065,54.093666,0.061549142,,,,,
1066,54.128865,0.061589339,,,,,
1067,53.829675,0.061247668,,,,,
1068,54.199262,0.061669731,,,,,
1069,54.128865,0.061589339,,,,,
1070,53.829675,0.061247668,,,,,
1071,53.864874,0.061287865,,,,,
1072,54.164064,0.061629535,,,,,
1073,53.847275,0.061267767,,,,,
1074,54.146464,0.061609436,,,,,
1075,53.864874,0.061287865,,,,,
1076,54.164064,0.061629535,,,,,
1077,54.216862,0.06168983,,,,,
1078,54.234461,0.061709928,,,,,
1079,54.234461,0.061709928,,,,,
1080,54.181663,0.061649633,,,,,
1081,54.181663,0.061649633,,,,,
1082,53.882473,0.061307963,,,,,
1083,53.864874,0.061287865,,,,,
1084,53.864874,0.061287865,,,,,
1085,54.164064,0.061629535,,,,,
1086,53.882473,0.061307963,,,,,
1087,54.26966,0.061750124,,,,,
1088,54.199262,0.061669731,,,,,
1089,54.216862,0.06168983,,,,,
1090,54.146464,0.061609436,,,,,
1091,54.216862,0.06168983,,,,,
1092,53.882473,0.061307963,,,,,
1093,54.111265,0.06156924,,,,,
1094,53.917672,0.061348159,,,,,
1095,53.917672,0.061348159,,,,,
1096,54.234461,0.061709928,,,,,
1097,53.900073,0.061328062,,,,,
1098,54.26966,0.061750124,,,,,
1099,53.952871,0.061388356,,,,,
1100,53.917672,0.061348159,,,,,
1101,53.935272,0.061368258,,,,,
1102,54.304859,0.061790321,,,,,
1103,53.917672,0.061348159,,,,,
1104,54.304859,0.061790321,,,,,
1105,53.952871,0.061388356,,,,,
1106,54.111265,0.06156924,,,,,
1107,53.917672,0.061348159,,,,,
1108,54.287259,0.061770222,,,,,
1109,53.952871,0.061388356,,,,,
1110,53.98807,0.061428553,,,,,
1111,53.98807,0.061428553,,,,,
1112,54.357657,0.061850616,,,,,
1113,54.304859,0.061790321,,,,,
1114,54.357657,0.061850616,,,,,
1115,54.340057,0.061830517,,,,,
1116,54.322458,0.061810419,,,,,
1117,54.023269,0.06146875,,,,,
1118,54.005669,0.061448651,,,,,
1119,54.040868,0.061488847,,,,,
1120,54.357657,0.061850616,,,,,
1121,54.357657,0.061850616,,,,,
1122,54.428054,0.061931008,,,,,
1123,54.392856,0.061890812,,,,,
1124,54.040868,0.061488847,,,,,
1125,54.040868,0.061488847,,,,,
1126,54.040868,0.061488847,,,,,
1127,54.058467,0.061508945,,,,,
1128,54.445654,0.061951107,,,,,
1129,54.392856,0.061890812,,,,,
1130,54.093666,0.061549142,,,,,
1131,54.287259,0.061770222,,,,,
1132,54.076067,0.061529044,,,,,
1133,54.322458,0.061810419,,,,,
1134,54.040868,0.061488847,,,,,
1135,54.410455,0.06191091,,,,,
1136,54.093666,0.061549142,,,,,
1137,54.111265,0.06156924,,,,,
1138,54.463253,0.061971205,,,,,
1139,54.093666,0.061549142,,,,,
1140,54.533651,0.062051598,,,,,
1141,54.164064,0.061629535,,,,,
1142,54.128865,0.061589339,,,,,
1143,54.164064,0.061629535,,,,,
1144,54.181663,0.061649633,,,,,
1145,54.445654,0.061951107,,,,,
1146,54.498452,0.062011402,,,,,
1147,54.199262,0.061669731,,,,,
1148,54.146464,0.061609436,,,,,
1149,54.55125,0.062071696,,,,,
1150,54.55125,0.062071696,,,,,
1151,54.498452,0.062011402,,,,,
1152,54.516051,0.062031499,,,,,
1153,54.181663,0.061649633,,,,,
1154,54.516051,0.062031499,,,,,
1155,54.181663,0.061649633,,,,,
1156,54.216862,0.06168983,,,,,
1157,54.252061,0.061730027,,,,,
1158,54.533651,0.062051598,,,,,
1159,54.234461,0.061709928,,,,,
1160,54.26966,0.061750124,,,,,
1161,54.234461,0.061709928,,,,,
1162,54.287259,0.061770222,,,,,
1163,54.252061,0.061730027,,,,,
1164,54.586449,0.062111893,,,,,
1165,54.656846,0.062192285,,,,,
1166,54.287259,0.061770222,,,,,
1167,54.26966,0.061750124,,,,,
1168,54.674446,0.062212384,,,,,
1169,54.639247,0.062172187,,,,,
1170,54.656846,0.062192285,,,,,
1171,54.656846,0.062192285,,,,,
1172,54.304859,0.061790321,,,,,
1173,54.674446,0.062212384,,,,,
1174,54.639247,0.062172187,,,,,
1175,54.674446,0.062212384,,,,,
1176,54.340057,0.061830517,,,,,
1177,54.674446,0.062212384,,,,,
1178,54.709645,0.062252581,,,,,
1179,54.375256,0.061870714,,,,,
1180,54.762443,0.062312875,,,,,
1181,54.357657,0.061850616,,,,,
1182,54.744843,0.062292776,,,,,
1183,54.375256,0.061870714,,,,,
1184,54.709645,0.062252581,,,,,
1185,54.375256,0.061870714,,,,,
1186,54.375256,0.061870714,,,,,
1187,54.392856,0.061890812,,,,,
1188,54.692045,0.062232482,,,,,
1189,54.428054,0.061931008,,,,,
1190,54.797642,0.062353072,,,,,
1191,54.797642,0.062353072,,,,,
1192,54.674446,0.062212384,,,,,
1193,54.428054,0.061931008,,,,,
1194,54.428054,0.061931008,,,,,
1195,54.392856,0.061890812,,,,,
1196,54.744843,0.062292776,,,,,
1197,54.463253,0.061971205,,,,,
1198,54.428054,0.061931008,,,,,
1199,54.428054,0.061931008,,,,,
1200,54.480853,0.061991304,,,,,
1201,54.480853,0.061991304,,,,,
1202,54.480853,0.061991304,,,,,
1203,54.604048,0.062131991,,,,,
1204,54.463253,0.061971205,,,,,
1205,54.498452,0.062011402,,,,,
1206,54.498452,0.062011402,,,,,
1207,54.480853,0.061991304,,,,,
1208,54.903238,0.062473661,,,,,
1209,54.498452,0.062011402,,,,,
1210,54.938437,0.062513858,,,,,
1211,54.533651,0.062051598,,,,,
1212,54.533651,0.062051598,,,,,
1213,54.780042,0.062332973,,,,,
1214,54.903238,0.062473661,,,,,
1215,54.533651,0.062051598,,,,,
1216,54.498452,0.062011402,,,,,
1217,54.920837,0.062493759,,,,,
1218,54.516051,0.062031499,,,,,
1219,54.516051,0.062031499,,,,,
1220,54.85044,0.062413367,,,,,
1221,54.533651,0.062051598,,,,,
1222,54.533651,0.062051598,,,,,
1223,54.903238,0.062473661,,,,,
1224,54.55125,0.062071696,,,,,
1225,54.797642,0.062353072,,,,,
1226,54.56885,0.062091795,,,,,
1227,54.604048,0.062131991,,,,,
1228,54.56885,0.062091795,,,,,
1229,54.586449,0.062111893,,,,,
1230,54.586449,0.062111893,,,,,
1231,54.920837,0.062493759,,,,,
1232,54.991235,0.062574153,,,,,
1233,54.604048,0.062131991,,,,,
1234,55.061632,0.062654545,,,,,
1235,54.973635,0.062554054,,,,,
1236,54.885638,0.062453562,,,,,
1237,54.938437,0.062513858,,,,,
1238,54.956036,0.062533956,,,,,
1239,54.956036,0.062533956,,,,,
1240,54.621648,0.06215209,,,,,
1241,54.604048,0.062131991,,,,,
1242,54.639247,0.062172187,,,,,
1243,54.621648,0.06215209,,,,,
1244,54.621648,0.06215209,,,,,
1245,55.13203,0.062734939,,,,,
1246,54.991235,0.062574153,,,,,
1247,55.026434,0.062614349,,,,,
1248,54.991235,0.062574153,,,,,
1249,54.621648,0.06215209,,,,,
1250,54.674446,0.062212384,,,,,
1251,54.656846,0.062192285,,,,,
1252,55.026434,0.062614349,,,,,
1253,55.026434,0.062614349,,,,,
1254,54.656846,0.062192285,,,,,
1255,55.026434,0.062614349,,,,,
1256,54.674446,0.062212384,,,,,
1257,54.973635,0.062554054,,,,,
1258,54.674446,0.062212384,,,,,
1259,54.674446,0.062212384,,,,,
1260,54.639247,0.062172187,,,,,
1261,54.656846,0.062192285,,,,,
1262,55.008834,0.06259425,,,,,
1263,54.692045,0.062232482,,,,,
1264,55.026434,0.062614349,,,,,
1265,54.885638,0.062453562,,,,,
1266,54.674446,0.062212384,,,,,
1267,54.692045,0.062232482,,,,,
1268,54.656846,0.062192285,,,,,
1269,55.008834,0.06259425,,,,,
1270,54.938437,0.062513858,,,,,
1271,54.973635,0.062554054,,,,,
1272,55.026434,0.062614349,,,,,
1273,55.061632,0.062654545,,,,,
1274,54.885638,0.062453562,,,,,
1275,54.656846,0.062192285,,,,,
1276,54.692045,0.062232482,,,,,
1277,55.061632,0.062654545,,,,,
1278,54.674446,0.062212384,,,,,
1279,54.692045,0.062232482,,,,,
1280,54.709645,0.062252581,,,,,
1281,55.096831,0.062694742,,,,,
1282,55.079232,0.062674644,,,,,
1283,55.026434,0.062614349,,,,,
1284,55.061632,0.062654545,,,,,
1285,55.096831,0.062694742,,,,,
1286,55.008834,0.06259425,,,,,
1287,55.026434,0.062614349,,,,,
1288,54.692045,0.062232482,,,,,
1289,54.674446,0.062212384,,,,,
1290,55.026434,0.062614349,,,,,
1291,55.237626,0.062855528,,,,,
1292,55.079232,0.062674644,,,,,
1293,55.079232,0.062674644,,,,,
1294,55.079232,0.062674644,,,,,
1295,55.008834,0.06259425,,,,,
1296,55.044033,0.062634447,,,,,
1297,54.692045,0.062232482,,,,,
1298,54.709645,0.062252581,,,,,
1299,54.709645,0.062252581,,,,,
1300,54.692045,0.062232482,,,,,
1301,54.991235,0.062574153,,,,,
1302,54.692045,0.062232482,,,,,
1303,54.692045,0.062232482,,,,,
1304,54.674446,0.062212384,,,,,
1305,55.044033,0.062634447,,,,,
1306,54.709645,0.062252581,,,,,
1307,55.044033,0.062634447,,,,,
1308,54.674446,0.062212384,,,,,
1309,54.674446,0.062212384,,,,,
1310,54.973635,0.062554054,,,,,
1311,55.026434,0.062614349,,,,,
1312,54.656846,0.062192285,,,,,
1313,55.026434,0.062614349,,,,,
1314,54.674446,0.062212384,,,,,
1315,54.938437,0.062513858,,,,,
1316,54.639247,0.062172187,,,,,
1317,54.674446,0.062212384,,,,,
1318,54.656846,0.062192285,,,,,
1319,54.674446,0.062212384,,,,,
1320,54.692045,0.062232482,,,,,
1321,54.656846,0.062192285,,,,,
1322,54.674446,0.062212384,,,,,
1323,54.956036,0.062533956,,,,,
1324,54.938437,0.062513858,,,,,
1325,54.656846,0.062192285,,,,,
1326,54.656846,0.062192285,,,,,
1327,54.656846,0.062192285,,,,,
1328,55.044033,0.062634447,,,,,
1329,54.639247,0.062172187,,,,,
1330,54.639247,0.062172187,,,,,
1331,54.956036,0.062533956,,,,,
1332,54.639247,0.062172187,,,,,
1333,54.956036,0.062533956,,,,,
1334,54.604048,0.062131991,,,,,
1335,54.868039,0.062433465,,,,,
1336,54.621648,0.06215209,,,,,
1337,54.621648,0.06215209,,,,,
1338,54.604048,0.062131991,,,,,
1339,54.586449,0.062111893,,,,,
1340,54.604048,0.062131991,,,,,
1341,54.920837,0.062493759,,,,,
1342,54.586449,0.062111893,,,,,
1343,54.586449,0.062111893,,,,,
1344,54.956036,0.062533956,,,,,
1345,54.956036,0.062533956,,,,,
1346,54.973635,0.062554054,,,,,
1347,54.938437,0.062513858,,,,,
1348,54.56885,0.062091795,,,,,
1349,54.56885,0.062091795,,,,,
1350,54.920837,0.062493759,,,,,
1351,54.56885,0.062091795,,,,,
1352,54.55125,0.062071696,,,,,
1353,54.55125,0.062071696,,,,,
1354,54.533651,0.062051598,,,,,
1355,54.55125,0.062071696,,,,,
1356,54.83284,0.062393268,,,,,
1357,54.885638,0.062453562,,,,,
1358,54.868039,0.062433465,,,,,
1359,54.480853,0.061991304,,,,,
1360,54.920837,0.062493759,,,,,
1361,54.656846,0.062192285,,,,,
1362,54.533651,0.062051598,,,,,
1363,54.480853,0.061991304,,,,,
1364,54.868039,0.062433465,,,,,
1365,54.480853,0.061991304,,,,,
1366,54.480853,0.061991304,,,,,
1367,54.463253,0.061971205,,,,,
1368,54.56885,0.062091795,,,,,
1369,54.83284,0.062393268,,,,,
1370,54.463253,0.061971205,,,,,
1371,54.85044,0.062413367,,,,,
1372,54.445654,0.061951107,,,,,
1373,54.744843,0.062292776,,,,,
1374,54.445654,0.061951107,,,,,
1375,54.445654,0.061951107,,,,,
1376,54.797642,0.062353072,,,,,
1377,54.392856,0.061890812,,,,,
1378,54.815241,0.06237317,,,,,
1379,54.375256,0.061870714,,,,,
1380,54.410455,0.06191091,,,,,
1381,54.709645,0.062252581,,,,,
1382,54.780042,0.062332973,,,,,
1383,54.357657,0.061850616,,,,,
1384,54.621648,0.06215209,,,,,
1385,54.357657,0.061850616,,,,,
1386,54.340057,0.061830517,,,,,
1387,54.674446,0.062212384,,,,,
1388,54.340057,0.061830517,,,,,
1389,54.674446,0.062212384,,,,,
1390,54.621648,0.06215209,,,,,
1391,54.709645,0.062252581,,,,,
1392,54.287259,0.061770222,,,,,
1393,54.586449,0.062111893,,,,,
1394,54.621648,0.06215209,,,,,
1395,54.287259,0.061770222,,,,,
1396,54.56885,0.062091795,,,,,
1397,54.287259,0.061770222,,,,,
1398,54.604048,0.062131991,,,,,
1399,54.252061,0.061730027,,,,,
1400,54.586449,0.062111893,,,,,
1401,54.216862,0.06168983,,,,,
1402,54.252061,0.061730027,,,,,
1403,54.234461,0.061709928,,,,,
1404,54.392856,0.061890812,,,,,
1405,54.55125,0.062071696,,,,,
1406,54.56885,0.062091795,,,,,
1407,54.533651,0.062051598,,,,,
1408,54.164064,0.061629535,,,,,
1409,54.181663,0.061649633,,,,,
1410,54.516051,0.062031499,,,,,
1411,54.146464,0.061609436,,,,,
1412,54.146464,0.061609436,,,,,
1413,54.516051,0.062031499,,,,,
1414,54.164064,0.061629535,,,,,
1415,54.111265,0.06156924,,,,,
1416,54.26966,0.061750124,,,,,
1417,54.146464,0.061609436,,,,,
1418,54.392856,0.061890812,,,,,
1419,54.375256,0.061870714,,,,,
1420,54.076067,0.061529044,,,,,
1421,54.058467,0.061508945,,,,,
1422,54.428054,0.061931008,,,,,
1423,54.040868,0.061488847,,,,,
1424,54.040868,0.061488847,,,,,
1425,54.375256,0.061870714,,,,,
1426,54.533651,0.062051598,,,,,
1427,54.023269,0.06146875,,,,,
1428,54.340057,0.061830517,,,,,
1429,54.375256,0.061870714,,,,,
1430,53.98807,0.061428553,,,,,
1431,53.97047,0.061408454,,,,,
1432,54.304859,0.061790321,,,,,
1433,53.98807,0.061428553,,,,,
1434,54.392856,0.061890812,,,,,
1435,54.26966,0.061750124,,,,,
1436,54.234461,0.061709928,,,,,
1437,53.935272,0.061368258,,,,,
1438,53.935272,0.061368258,,,,,
1439,53.935272,0.061368258,,,,,
1440,53.917672,0.061348159,,,,,
1441,54.234461,0.061709928,,,,,
1442,53.900073,0.061328062,,,,,
1443,53.882473,0.061307963,,,,,
1444,53.882473,0.061307963,,,,,
1445,54.216862,0.06168983,,,,,
1446,53.882473,0.061307963,,,,,
1447,53.864874,0.061287865,,,,,
1448,53.847275,0.061267767,,,,,
1449,53.829675,0.061247668,,,,,
1450,54.164064,0.061629535,,,,,
1451,54.216862,0.06168983,,,,,
1452,53.812076,0.06122757,,,,,
1453,54.146464,0.061609436,,,,,
1454,53.776877,0.061187374,,,,,
1455,53.776877,0.061187374,,,,,
1456,54.128865,0.061589339,,,,,
1457,54.058467,0.061508945,,,,,
1458,53.759278,0.061167276,,,,,
1459,54.058467,0.061508945,,,,,
1460,53.741678,0.061147177,,,,,
1461,53.70648,0.061106981,,,,,
1462,54.111265,0.06156924,,,,,
1463,53.741678,0.061147177,,,,,
1464,54.023269,0.06146875,,,,,
1465,53.68888,0.061086883,,,,,
1466,53.70648,0.061106981,,,,,
1467,53.68888,0.061086883,,,,,
1468,53.671281,0.061066785,,,,,
1469,53.671281,0.061066785,,,,,
1470,54.005669,0.061448651,,,,,
1471,53.653681,0.061046686,,,,,
1472,53.98807,0.061428553,,,,,
1473,53.70648,0.061106981,,,,,
1474,53.636082,0.061026588,,,,,
1475,53.812076,0.06122757,,,,,
1476,53.583284,0.060966294,,,,,
1477,53.583284,0.060966294,,,,,
1478,53.583284,0.060966294,,,,,
1479,53.583284,0.060966294,,,,,
1480,53.917672,0.061348159,,,,,
1481,53.548085,0.060926097,,,,,
1482,53.530486,0.060905999,,,,,
1483,53.864874,0.061287865,,,,,
1484,53.512886,0.0608859,,,,,
1485,53.864874,0.061287865,,,,,
1486,53.829675,0.061247668,,,,,
1487,53.847275,0.061267767,,,,,
1488,53.900073,0.061328062,,,,,
1489,53.495287,0.060865802,,,,,
1490,53.477688,0.060845705,,,,,
1491,53.460088,0.060825606,,,,,
1492,53.759278,0.061167276,,,,,
1493,53.40729,0.060765311,,,,,
1494,53.847275,0.061267767,,,,,
1495,53.97047,0.061408454,,,,,
1496,53.424889,0.060785409,,,,,
1497,53.40729,0.060765311,,,,,
1498,53.424889,0.060785409,,,,,
1499,53.812076,0.06122757,,,,,
1500,53.40729,0.060765311,,,,,
1501,53.389691,0.060745213,,,,,
1502,53.900073,0.061328062,,,,,
1503,53.812076,0.06122757,,,,,
1504,53.354492,0.060705017,,,,,
1505,53.653681,0.061046686,,,,,
1506,53.336893,0.060684919,,,,,
1507,53.336893,0.060684919,,,,,
1508,53.336893,0.060684919,,,,,
1509,53.301694,0.060644722,,,,,
1510,53.636082,0.061026588,,,,,
1511,53.319293,0.06066482,,,,,
1512,53.618483,0.06100649,,,,,
1513,53.583284,0.060966294,,,,,
1514,53.301694,0.060644722,,,,,
1515,53.812076,0.06122757,,,,,
1516,53.284094,0.060624623,,,,,
